customer_id,ref_date,is_new,days_relationship,score_band,recency_days,freq_90d,monetary_90d,weekend_ratio,spend_std_90d,app_interactions_30d,engagement_rate,multimodal_90d,plan_active,plan_price,reactivations_12m,inadimplencia,churn_90d,convert_30d,ltv_12m
3111,2024-10-07,0,1412,700-800,141,34,912.15,0.376,171.41,1,0.021,2,1,129,1,0,0,0,3914.76
3112,2024-02-05,0,1350,650-700,165,24,1863.58,0.173,132.64,4,0.089,4,1,49,0,0,0,0,5511.68
3113,2025-10-03,0,1452,650-700,99,36,622.74,0.358,205.75,2,0.041,3,1,79,1,0,1,0,2527.55
3114,2025-05-01,0,510,700-800,114,32,2042.21,0.171,190.12,4,0.235,3,1,49,0,0,0,0,6509.99
3115,2024-12-07,0,620,<600,150,28,1026.51,0.338,153.78,1,0.048,4,0,0,0,0,0,1,1898.35
3116,2024-10-19,0,1493,650-700,188,19,1460.49,0.114,181.73,1,0.02,1,1,49,0,0,0,0,4549.28
3117,2025-12-02,1,42,800+,29,2,184.81,0.306,100.26,0,0.0,0,0,0,0,0,0,0,701.24
3118,2024-01-01,0,513,700-800,97,26,321.51,0.252,67.19,2,0.117,4,0,0,0,0,0,0,850.58
3119,2024-04-16,0,1025,600-650,61,24,1514.98,0.285,155.46,2,0.059,3,0,0,0,0,1,0,3608.4
3120,2024-05-20,0,1145,800+,72,23,1391.29,0.123,217.54,5,0.131,6,1,99,0,0,0,0,5529.13
3121,2024-10-05,0,587,800+,174,21,582.75,0.167,113.92,4,0.204,0,1,49,1,0,0,0,2623.43
3122,2025-09-02,0,964,700-800,44,20,939.18,0.377,101.24,7,0.218,1,1,49,1,0,0,0,3594.17
3123,2024-11-22,0,300,<600,152,22,796.98,0.505,176.31,3,0.3,2,0,0,0,0,1,0,1189.96
3124,2024-08-24,0,590,650-700,89,30,1523.74,0.275,106.04,4,0.203,8,0,0,0,0,0,1,3906.01
3125,2024-07-28,0,1258,650-700,22,25,751.18,0.47,178.92,2,0.048,2,1,49,0,0,1,0,2502.16
3126,2025-10-06,1,9,600-650,9,5,173.81,0.419,0.0,3,3.0,0,0,0,0,0,0,0,657.22
3127,2024-11-12,1,25,700-800,1,4,101.59,0.082,109.12,1,1.0,1,0,0,0,0,1,0,225.83
3128,2024-11-20,0,153,600-650,85,16,528.22,0.37,188.78,4,0.784,5,1,99,2,0,0,0,1974.54
3129,2025-10-25,1,85,700-800,12,2,82.74,0.287,139.32,2,0.706,0,0,0,0,0,0,0,278.58
3130,2025-03-22,0,105,600-650,41,19,696.46,0.31,114.85,1,0.286,3,0,0,0,0,0,0,1665.46
3131,2025-03-08,0,732,800+,4,30,1769.94,0.562,232.47,5,0.205,4,0,0,1,0,0,0,5671.58
3132,2024-05-27,1,39,600-650,27,4,186.26,0.434,76.4,0,0.0,0,0,0,0,0,0,0,332.52
3133,2025-01-10,0,982,<600,136,30,1624.05,0.3,0.0,2,0.061,3,0,0,0,0,0,0,3441.9
3134,2025-12-08,0,881,700-800,97,28,1481.17,0.325,65.3,4,0.136,3,0,0,0,0,0,1,4292.68
3135,2025-12-27,0,1149,600-650,11,26,970.0,0.103,173.38,1,0.026,5,1,129,0,0,0,0,3417.61
3136,2025-07-25,0,243,<600,58,23,1777.66,0.41,203.53,4,0.494,1,1,99,0,1,1,0,3609.49
3137,2025-04-11,0,261,800+,78,34,709.91,0.39,182.25,1,0.115,3,0,0,0,1,1,0,1498.48
3138,2024-07-13,0,143,650-700,59,16,1016.14,0.286,143.77,2,0.42,1,0,0,0,0,0,0,2507.46
3139,2024-08-05,0,1310,700-800,182,24,1606.56,0.251,178.85,1,0.023,2,0,0,0,0,0,0,4420.52
3140,2024-02-25,0,117,<600,167,29,1037.82,0.186,58.56,0,0.0,2,0,0,0,0,1,0,2075.26
3141,2025-06-22,0,169,700-800,117,30,1636.93,0.166,54.48,3,0.533,4,0,0,0,1,1,0,3869.45
3142,2025-09-24,0,907,700-800,18,26,441.12,0.199,46.75,4,0.132,3,1,49,1,0,0,1,2095.07
3143,2024-12-10,0,156,600-650,29,27,845.23,0.241,146.66,4,0.769,0,1,99,0,0,0,0,2897.39
3144,2024-08-03,0,1153,600-650,80,17,874.08,0.427,0.0,3,0.078,3,1,79,0,0,0,1,3089.23
3145,2024-06-03,0,1052,600-650,34,25,1500.96,0.049,192.26,1,0.029,6,1,79,0,0,0,0,4422.55
3146,2025-10-04,1,70,700-800,16,4,191.19,0.132,176.6,2,0.857,1,0,0,0,0,0,0,617.87
3147,2025-09-01,0,1041,650-700,65,30,1476.54,0.316,212.73,3,0.086,4,0,0,1,0,0,0,3755.5
3148,2024-07-10,1,30,800+,3,4,96.4,0.298,156.02,1,1.0,0,0,0,0,0,0,1,277.11
3149,2024-08-21,0,1199,650-700,26,30,1176.8,0.287,172.63,2,0.05,1,0,0,0,0,1,0,3018.0
3150,2025-03-29,0,1136,650-700,188,18,583.14,0.494,122.14,0,0.0,1,0,0,0,0,0,0,1357.0
3151,2024-04-19,0,237,650-700,158,22,1029.31,0.347,164.06,1,0.127,4,1,79,1,0,0,0,3672.33
3152,2024-06-07,0,425,600-650,23,36,1622.19,0.47,210.87,1,0.071,5,1,79,0,0,0,0,4915.78
3153,2024-02-07,0,904,<600,32,35,382.38,0.177,35.8,3,0.1,2,1,99,0,0,0,0,1636.09
3154,2024-03-25,0,158,700-800,117,20,452.72,0.239,164.34,3,0.57,2,1,99,0,1,0,0,1598.04
3155,2025-12-26,1,79,600-650,24,7,134.84,0.35,114.88,2,0.759,0,0,0,0,0,0,0,483.49
3156,2025-01-14,0,901,800+,198,26,548.67,0.225,116.03,1,0.033,4,1,79,1,0,0,0,2634.95
3157,2024-10-18,0,1158,700-800,94,20,1859.35,0.34,92.2,6,0.155,4,0,0,0,0,0,1,5287.57
3158,2024-03-20,0,549,700-800,2,27,898.38,0.118,84.43,2,0.109,2,0,0,0,0,0,0,2949.43
3159,2024-10-31,0,341,700-800,109,25,1564.73,0.174,167.71,0,0.0,3,0,0,1,0,0,0,4296.08
3160,2024-02-03,0,655,600-650,11,24,1118.03,0.32,46.36,1,0.046,7,0,0,0,0,0,0,2746.33
3161,2025-12-29,1,64,800+,23,2,93.22,0.393,204.08,0,0.0,0,0,0,0,0,0,0,454.03
3162,2024-07-16,0,251,700-800,56,17,1863.63,0.515,137.18,3,0.359,10,0,0,0,0,0,0,5262.05
3163,2025-07-22,0,767,600-650,122,18,806.59,0.28,65.64,3,0.117,1,1,49,1,0,0,0,2198.95
3164,2024-03-31,1,53,600-650,5,3,255.56,0.231,201.96,2,1.132,0,0,0,0,0,0,0,323.21
3165,2024-10-26,0,962,<600,66,27,1458.54,0.3,170.32,5,0.156,6,1,79,0,0,1,0,3412.03
3166,2024-01-25,0,1335,650-700,203,25,892.88,0.469,186.22,5,0.112,1,0,0,0,0,0,0,2022.2
3167,2025-05-26,1,37,<600,21,3,239.84,0.223,203.26,1,0.811,2,0,0,0,0,1,0,776.77
3168,2024-06-22,0,1137,700-800,120,25,709.81,0.268,107.9,2,0.053,1,1,79,1,0,0,1,2670.1
3169,2024-11-27,1,12,600-650,21,0,88.55,0.542,109.0,0,0.0,0,0,0,0,0,0,0,247.83
3170,2025-11-03,1,69,600-650,27,2,144.91,0.177,90.37,0,0.0,1,0,0,0,0,0,0,474.77
3171,2025-04-23,1,8,800+,21,2,68.08,0.307,85.74,2,2.0,1,0,0,0,0,0,0,256.87
3172,2025-04-22,0,473,650-700,133,24,1020.24,0.346,65.79,0,0.0,3,1,79,0,0,0,0,3709.76
3173,2024-04-15,0,1139,650-700,142,21,1571.25,0.237,3.4,3,0.079,3,1,129,0,0,0,0,5824.98
3174,2024-03-22,1,75,650-700,28,3,162.2,0.237,145.42,2,0.8,0,0,0,0,0,0,1,412.67
3175,2024-12-09,1,40,650-700,3,2,143.41,0.441,134.81,0,0.0,0,0,0,0,0,0,0,391.15
3176,2024-01-20,0,1486,600-650,4,18,1336.25,0.343,102.34,6,0.121,2,0,0,0,0,0,0,3273.77
3177,2024-12-15,0,1211,700-800,84,28,677.76,0.469,178.42,2,0.05,4,0,0,1,1,0,0,1446.56
3178,2024-06-24,0,638,600-650,197,26,1208.06,0.239,210.83,2,0.094,6,1,49,1,0,0,1,3292.09
3179,2025-05-17,0,327,700-800,140,23,870.19,0.481,106.87,0,0.0,4,1,99,1,0,0,0,3694.63
3180,2025-10-06,0,297,650-700,25,27,1100.87,0.406,99.61,4,0.404,5,1,79,1,0,0,0,4163.3
3181,2025-12-28,0,1467,600-650,101,21,368.27,0.187,175.67,0,0.0,1,1,79,0,0,0,0,1424.64
3182,2025-11-13,0,1237,650-700,15,24,1293.06,0.412,122.01,2,0.049,5,0,0,0,0,0,1,3395.26
3183,2025-12-13,0,1141,600-650,108,24,1218.86,0.364,188.21,2,0.053,4,1,129,0,0,0,0,3834.64
3184,2025-11-27,0,389,700-800,153,18,1375.79,0.367,103.91,3,0.231,2,1,79,0,0,0,0,4769.33
3185,2025-10-22,0,1368,700-800,77,25,977.6,0.481,107.7,4,0.088,2,0,0,0,0,0,1,2864.76
3186,2024-03-07,0,200,<600,136,26,628.0,0.246,167.81,2,0.3,4,0,0,0,0,0,1,833.81
3187,2025-08-23,0,661,800+,30,24,1114.84,0.239,119.31,2,0.091,4,1,99,1,0,0,0,4893.98
3188,2024-10-01,1,2,700-800,10,2,64.02,0.302,259.05,0,0.0,0,0,0,0,0,1,1,127.83
3189,2024-12-13,0,821,<600,61,23,1261.18,0.512,145.19,2,0.073,2,1,79,1,0,1,0,3349.66
3190,2025-03-12,0,141,650-700,57,35,1408.33,0.453,134.55,3,0.638,2,0,0,0,0,0,0,3693.95
3191,2025-03-02,0,879,650-700,172,21,1011.95,0.355,142.97,3,0.102,1,0,0,1,0,1,0,2481.04
3192,2024-04-10,1,8,650-700,26,6,155.47,0.461,194.15,1,1.0,0,0,0,0,0,0,0,297.44
3193,2025-06-15,1,83,<600,24,2,107.4,0.297,86.73,1,0.361,1,1,129,0,0,0,0,1145.42
3194,2024-12-19,0,704,800+,23,28,1444.88,0.305,103.38,1,0.043,5,1,49,1,0,0,0,5719.91
3195,2024-05-07,0,1480,650-700,168,22,1418.41,0.276,124.55,2,0.041,3,1,129,0,0,1,0,5092.46
3196,2024-06-04,0,530,700-800,84,27,1102.66,0.196,219.98,3,0.17,1,1,79,0,0,0,0,4179.04
3197,2024-09-28,0,1471,650-700,4,22,326.88,0.361,214.25,3,0.061,3,0,0,1,0,0,0,755.77
3198,2025-07-21,1,70,800+,13,2,147.92,0.301,129.51,3,1.286,0,0,0,0,0,0,0,447.48
3199,2025-12-13,1,78,600-650,13,4,223.25,0.25,130.99,1,0.385,1,0,0,0,0,0,0,543.82
3200,2025-05-09,0,1201,700-800,3,32,632.38,0.319,75.42,1,0.025,4,1,79,0,0,0,0,2961.52
3201,2024-12-08,1,74,650-700,8,2,158.48,0.479,56.72,3,1.216,2,0,0,0,0,0,0,292.68
3202,2024-04-29,0,571,800+,68,26,351.17,0.283,40.12,2,0.105,1,1,79,1,0,0,0,2199.97
3203,2025-05-25,0,342,650-700,194,19,1260.15,0.225,154.02,2,0.175,0,1,49,0,0,0,0,3906.12
3204,2024-06-04,0,472,<600,70,35,380.26,0.399,112.76,1,0.064,3,0,0,1,0,1,0,587.25
3205,2024-12-17,0,734,650-700,5,30,1246.42,0.283,112.16,3,0.123,4,0,0,1,0,0,0,3373.01
3206,2025-07-23,0,987,700-800,74,25,914.24,0.346,154.87,3,0.091,6,0,0,0,0,0,0,2652.31
3207,2024-02-22,1,46,650-700,17,1,221.17,0.298,93.92,0,0.0,1,0,0,0,0,0,0,542.1
3208,2025-01-26,1,76,700-800,11,3,230.13,0.385,166.83,1,0.395,1,0,0,0,0,0,0,737.88
3209,2024-10-07,1,49,700-800,14,1,135.63,0.167,123.3,0,0.0,1,0,0,0,0,0,0,358.49
3210,2024-05-06,1,71,600-650,22,0,162.83,0.134,54.17,1,0.423,1,0,0,0,0,1,0,469.31
3211,2025-06-06,1,51,650-700,27,2,166.46,0.209,150.99,0,0.0,0,0,0,0,0,0,0,338.33
3212,2024-05-14,0,1423,800+,58,28,357.47,0.426,181.07,4,0.084,2,1,49,1,0,0,0,1660.89
3213,2024-03-04,1,39,650-700,26,3,97.72,0.293,230.5,1,0.769,0,0,0,0,1,1,1,102.96
3214,2024-10-02,0,385,700-800,208,26,916.18,0.217,114.21,3,0.234,4,0,0,1,0,1,1,2729.13
3215,2025-02-09,0,1295,650-700,105,34,945.61,0.076,109.68,3,0.069,4,1,79,0,0,0,0,3496.06
3216,2024-01-18,0,652,600-650,65,23,834.13,0.238,236.91,3,0.138,5,1,79,0,1,0,1,2278.72
3217,2025-04-13,1,53,800+,26,2,206.65,0.366,210.68,1,0.566,0,0,0,0,0,0,0,546.65
3218,2025-08-26,1,76,650-700,1,3,245.09,0.465,89.43,1,0.395,0,0,0,0,0,0,0,635.36
3219,2024-02-07,0,522,<600,110,30,461.06,0.316,10.93,0,0.0,4,1,99,0,0,0,0,1653.48
3220,2024-08-11,1,17,700-800,28,2,115.45,0.33,116.47,0,0.0,0,0,0,0,0,0,0,316.27
3221,2025-04-22,1,37,650-700,7,0,164.46,0.477,128.23,0,0.0,0,0,0,0,0,0,0,638.28
3222,2025-09-02,0,1026,700-800,182,32,1666.68,0.256,27.44,1,0.029,4,1,99,1,0,0,0,6395.32
3223,2025-06-27,0,368,800+,42,22,1532.44,0.252,156.71,3,0.245,5,1,99,0,1,0,0,4991.79
3224,2024-08-08,0,1372,700-800,165,27,1966.79,0.355,142.42,4,0.087,6,0,0,0,0,0,0,5445.89
3225,2025-04-12,0,190,600-650,196,21,767.23,0.455,66.76,4,0.632,1,0,0,0,0,0,0,1639.41
3226,2024-04-20,1,69,<600,22,0,100.66,0.531,239.94,4,1.739,0,0,0,0,0,0,0,137.61
3227,2025-06-05,0,469,700-800,51,24,320.99,0.403,95.24,1,0.064,3,1,129,1,0,0,0,2418.41
3228,2024-09-20,0,1253,700-800,148,32,1991.51,0.216,91.48,0,0.0,2,0,0,1,0,0,0,5659.23
3229,2025-11-22,0,1035,700-800,6,27,1587.69,0.279,129.2,2,0.058,2,1,49,0,0,1,0,5766.9
3230,2024-08-29,0,1031,650-700,68,27,804.06,0.271,112.33,2,0.058,2,0,0,0,0,0,0,2008.85
3231,2024-08-11,0,689,700-800,173,32,1535.76,0.257,154.39,2,0.087,4,0,0,0,0,1,0,4196.94
3232,2025-12-04,0,248,<600,150,27,1266.75,0.267,207.49,2,0.242,2,0,0,1,0,0,0,2486.99
3233,2025-12-23,0,399,650-700,201,26,1345.48,0.258,121.22,2,0.15,3,0,0,0,1,1,0,2728.05
3234,2025-01-12,0,443,650-700,187,32,1305.52,0.157,102.78,2,0.135,5,1,99,0,0,0,0,4434.68
3235,2025-02-09,0,1406,600-650,185,22,937.18,0.045,130.05,3,0.064,3,0,0,0,1,0,0,1641.55
3236,2025-10-30,0,1273,<600,163,27,1406.99,0.42,127.46,1,0.024,1,1,99,0,0,0,0,3577.49
3237,2024-06-01,1,37,800+,11,1,165.57,0.371,115.6,1,0.811,0,0,0,0,0,0,0,491.81
3238,2025-10-18,0,703,600-650,153,15,1180.8,0.171,65.55,0,0.0,3,0,0,1,0,0,0,2668.63
3239,2024-12-03,0,605,650-700,208,21,1315.16,0.317,126.73,4,0.198,5,0,0,0,0,0,0,3206.36
3240,2024-10-01,1,15,700-800,25,2,263.25,0.313,137.3,1,1.0,0,0,0,0,0,0,1,845.73
3241,2024-12-26,0,289,650-700,13,31,884.88,0.281,177.41,5,0.519,6,0,0,0,0,0,0,2393.18
3242,2024-09-23,0,273,800+,161,32,987.63,0.341,72.46,0,0.0,4,0,0,0,0,1,0,2878.3
3243,2025-09-15,0,1082,600-650,201,26,1197.97,0.281,196.06,1,0.028,0,0,0,0,0,0,0,2606.44
3244,2024-02-11,1,47,800+,10,5,128.08,0.153,143.3,1,0.638,1,0,0,0,0,0,0,438.15
3245,2024-01-09,0,354,700-800,98,27,670.42,0.208,139.45,1,0.085,2,0,0,0,1,0,0,1548.31
3246,2024-08-22,0,1002,650-700,60,29,1894.19,0.454,95.91,3,0.09,3,0,0,1,0,0,0,5267.46
3247,2024-03-19,0,440,650-700,54,24,1059.64,0.241,87.54,2,0.136,1,0,0,0,0,0,0,3015.26
3248,2024-01-29,0,279,700-800,49,26,462.32,0.227,208.7,3,0.323,2,1,49,1,0,0,0,1896.29
3249,2025-06-03,1,25,650-700,1,3,155.87,0.396,76.15,2,2.0,0,0,0,0,1,0,1,412.53
3250,2024-12-06,0,310,800+,205,25,1330.59,0.123,127.3,3,0.29,3,1,79,0,0,0,1,5291.68
3251,2024-10-16,1,49,600-650,20,2,136.4,0.289,121.24,0,0.0,0,0,0,0,0,1,0,537.73
3252,2025-02-20,0,1294,<600,58,26,1647.76,0.315,0.0,2,0.046,5,1,49,0,0,0,0,3917.08
3253,2025-06-20,1,10,600-650,18,1,193.82,0.191,39.24,1,1.0,0,0,0,0,0,1,0,515.82
3254,2024-03-18,0,461,700-800,73,19,1384.82,0.176,80.36,2,0.13,6,0,0,0,0,0,0,3802.33
3255,2025-05-28,0,1362,650-700,115,26,926.9,0.153,131.94,3,0.066,4,1,99,0,0,1,0,3222.29
3256,2024-07-18,0,1050,650-700,66,28,1359.74,0.386,105.51,1,0.029,1,1,99,0,0,0,1,4858.59
3257,2024-02-10,0,1295,700-800,208,22,1130.6,0.335,156.33,2,0.046,2,0,0,0,0,0,0,3089.47
3258,2024-10-20,0,1264,600-650,169,22,1216.31,0.299,122.12,1,0.024,6,0,0,1,0,0,0,2682.19
3259,2024-01-16,0,916,650-700,119,29,1446.87,0.174,151.0,4,0.131,1,0,0,0,0,1,0,3834.35
3260,2025-12-19,0,1144,700-800,146,34,1412.96,0.129,145.04,3,0.079,5,0,0,0,0,0,1,4146.87
3261,2024-10-24,0,1235,<600,69,25,1531.54,0.145,63.74,5,0.121,4,1,99,0,0,0,0,4202.71
3262,2025-07-19,0,974,650-700,3,33,1517.98,0.312,109.89,2,0.062,4,1,49,1,0,1,0,5230.52
3263,2025-11-19,0,553,700-800,10,39,533.69,0.266,221.14,1,0.054,2,0,0,0,0,0,0,1631.78
3264,2024-10-19,1,85,650-700,7,6,133.73,0.267,165.19,2,0.706,0,0,0,0,0,1,0,478.48
3265,2024-11-25,0,1218,600-650,82,18,1083.56,0.333,164.97,4,0.099,4,0,0,0,0,0,0,2296.57
3266,2025-04-12,1,68,<600,13,2,32.62,0.117,160.06,2,0.882,0,1,79,0,0,0,0,510.67
3267,2024-07-03,1,19,800+,5,4,209.3,0.326,173.83,3,3.0,1,0,0,0,0,0,0,621.45
3268,2024-01-23,0,605,700-800,149,23,449.07,0.201,107.02,2,0.099,3,0,0,0,1,0,1,1007.89
3269,2024-10-04,1,44,650-700,10,4,223.39,0.193,136.75,1,0.682,1,1,79,0,0,0,0,1340.75
3270,2025-02-10,0,1166,700-800,75,29,1258.0,0.148,140.67,2,0.051,7,0,0,0,0,1,0,3590.04
3271,2024-06-01,0,1013,<600,102,14,955.76,0.231,179.05,1,0.03,4,1,49,0,0,0,0,2305.5
3272,2025-04-30,1,43,800+,12,2,152.31,0.284,123.95,0,0.0,0,0,0,0,0,0,0,377.96
3273,2024-09-26,1,59,650-700,15,5,186.9,0.47,98.07,2,1.017,0,0,0,0,0,0,0,373.06
3274,2025-12-05,0,250,650-700,158,27,1145.82,0.188,144.89,7,0.84,4,1,99,0,0,0,0,3922.88
3275,2024-02-08,1,88,<600,17,3,160.87,0.345,85.72,1,0.341,0,0,0,0,0,0,0,442.42
3276,2024-01-05,0,99,650-700,177,23,1310.96,0.161,17.04,0,0.0,1,0,0,1,0,0,0,3357.43
3277,2025-11-01,0,268,<600,204,17,1217.11,0.389,30.51,1,0.112,3,0,0,0,0,0,0,2517.53
3278,2024-05-01,0,1026,650-700,46,22,719.62,0.189,99.77,3,0.088,2,1,99,1,0,0,0,3263.95
3279,2025-12-24,0,721,650-700,59,31,932.71,0.233,119.53,1,0.042,3,0,0,0,0,0,0,2445.79
3280,2024-09-14,0,762,700-800,51,26,1003.12,0.192,217.71,3,0.118,3,0,0,0,0,0,0,2782.35
3281,2025-09-08,0,1468,600-650,190,26,1205.48,0.503,169.85,3,0.061,1,0,0,0,0,0,0,2572.15
3282,2025-04-27,0,946,700-800,37,25,1150.89,0.023,82.75,2,0.063,6,1,49,0,0,0,0,4204.15
3283,2025-06-08,1,43,800+,21,3,111.52,0.282,113.86,1,0.698,1,0,0,0,0,0,1,440.58
3284,2025-04-02,1,43,600-650,6,5,84.18,0.197,75.51,2,1.395,1,0,0,0,0,1,0,271.44
3285,2024-11-27,0,830,600-650,64,17,1085.21,0.435,158.64,2,0.072,2,0,0,0,0,0,0,2385.62
3286,2025-07-20,0,750,700-800,207,32,1151.49,0.213,54.79,4,0.16,5,1,79,0,0,1,0,4429.19
3287,2024-08-07,0,549,650-700,119,22,1396.3,0.843,33.04,2,0.109,2,1,79,0,0,0,0,4838.13
3288,2024-10-18,0,275,600-650,196,28,1146.81,0.278,83.38,3,0.327,4,0,0,1,0,0,0,2824.98
3289,2025-10-05,0,223,600-650,29,29,504.31,0.363,121.7,3,0.404,3,1,49,1,0,0,0,1895.74
3290,2025-05-19,0,907,600-650,173,29,1501.57,0.164,122.59,2,0.066,3,1,99,0,0,0,0,4540.3
3291,2025-03-08,0,605,800+,158,23,2275.89,0.376,138.76,3,0.149,5,1,99,0,0,0,0,8455.17
3292,2025-02-04,1,24,700-800,15,3,178.11,0.282,152.75,2,2.0,0,0,0,0,0,0,1,580.13
3293,2024-08-17,0,1375,600-650,98,28,1276.1,0.532,144.27,5,0.109,4,1,99,1,0,0,1,4048.55
3294,2025-01-22,0,795,800+,113,24,1603.46,0.264,179.96,0,0.0,5,0,0,0,0,1,0,4747.83
3295,2025-03-26,0,545,650-700,25,26,1024.16,0.216,47.17,5,0.275,3,1,49,0,0,1,0,3722.63
3296,2024-10-22,0,130,700-800,50,29,976.39,0.195,51.15,3,0.692,1,1,129,1,0,0,0,4560.08
3297,2024-08-06,0,1088,700-800,113,27,944.09,0.147,244.2,3,0.083,4,0,0,0,0,0,0,2634.95
3298,2024-01-05,1,36,650-700,9,4,259.84,0.27,252.56,2,1.667,0,0,0,0,0,1,0,509.23
3299,2024-09-01,0,462,700-800,119,26,1049.25,0.277,114.63,1,0.065,2,1,79,0,0,0,0,4079.56
3300,2025-05-09,0,347,600-650,71,29,1013.48,0.469,156.19,2,0.173,5,1,49,2,0,0,0,2922.82
3301,2024-09-17,1,53,700-800,18,5,212.47,0.428,150.55,2,1.132,0,0,0,0,0,1,0,613.31
3302,2024-12-13,0,1489,600-650,108,19,693.71,0.432,71.4,1,0.02,3,1,79,1,0,0,0,2366.8
3303,2025-07-24,0,922,600-650,115,22,883.31,0.217,185.2,2,0.065,2,1,79,0,0,1,0,2667.12
3304,2025-03-12,0,1208,650-700,44,23,1216.05,0.387,156.22,0,0.0,4,0,0,0,0,0,0,3185.51
3305,2024-07-29,0,636,700-800,112,28,1244.38,0.122,0.0,4,0.189,2,1,99,0,0,0,0,5206.03
3306,2024-06-30,1,62,700-800,27,4,135.58,0.354,151.66,2,0.968,1,1,79,0,0,0,0,1161.5
3307,2025-07-03,0,563,600-650,16,31,1303.22,0.257,153.16,5,0.266,4,1,79,0,0,0,0,4246.26
3308,2025-04-24,0,887,<600,11,28,1162.43,0.228,50.98,2,0.068,3,0,0,0,0,1,0,2405.31
3309,2024-03-18,1,75,650-700,10,6,195.11,0.168,91.59,1,0.4,1,0,0,0,0,0,0,612.89
3310,2024-01-10,0,398,700-800,42,26,1519.94,0.534,160.89,1,0.075,2,0,0,0,0,0,0,4322.44
3311,2025-03-19,1,57,<600,15,4,272.34,0.249,44.82,1,0.526,0,0,0,0,0,0,0,670.89
3312,2025-05-07,0,108,600-650,52,27,1709.66,0.187,77.85,4,1.111,5,1,99,1,0,0,0,5487.15
3313,2025-10-01,0,703,650-700,102,25,1782.7,0.19,189.83,3,0.128,5,1,129,0,0,0,0,6025.15
3314,2025-05-16,0,786,600-650,189,26,1524.25,0.208,85.61,2,0.076,3,1,49,0,0,1,0,4212.04
3315,2025-09-07,1,24,650-700,18,4,181.63,0.348,126.49,2,2.0,0,0,0,0,0,0,0,567.25
3316,2025-09-26,0,188,600-650,177,31,672.92,0.229,156.54,5,0.798,2,1,99,0,0,0,0,2192.52
3317,2025-07-29,0,1015,700-800,45,20,650.44,0.558,0.0,2,0.059,5,1,99,0,0,0,0,3095.98
3318,2024-09-15,0,340,700-800,37,30,1503.4,0.0,82.19,2,0.176,3,1,49,0,0,0,0,5373.74
3319,2025-06-05,0,1170,800+,42,35,1558.38,0.21,90.05,4,0.103,2,1,49,0,0,0,0,5856.94
3320,2025-10-06,0,182,<600,94,21,1374.24,0.113,155.26,3,0.495,3,0,0,0,0,0,0,2602.81
3321,2025-06-23,0,299,600-650,207,23,1712.07,0.499,91.31,2,0.201,2,1,49,1,0,0,0,4791.53
3322,2024-03-21,0,869,700-800,57,31,909.36,0.406,109.3,4,0.138,2,1,99,1,0,0,0,3663.35
3323,2024-10-02,0,1147,700-800,166,29,1604.7,0.397,104.42,2,0.052,3,0,0,0,0,0,0,4558.81
3324,2025-08-26,0,1030,700-800,195,28,770.58,0.219,20.76,4,0.117,2,1,99,0,0,0,0,3325.05
3325,2025-10-16,0,802,<600,40,18,708.13,0.418,181.31,2,0.075,6,0,0,1,0,0,0,1635.25
3326,2024-12-16,0,1445,800+,160,20,1046.33,0.398,93.86,2,0.042,3,1,79,0,0,0,0,4492.63
3327,2024-09-13,1,12,650-700,25,4,215.52,0.62,108.0,1,1.0,1,0,0,0,0,0,0,630.57
3328,2024-03-17,0,433,<600,9,36,466.8,0.428,128.48,7,0.485,1,0,0,1,0,0,0,895.54
3329,2024-05-26,0,1131,<600,176,17,427.76,0.143,6.95,7,0.186,1,0,0,1,0,0,1,759.92
3330,2024-12-11,0,1271,600-650,75,30,1660.67,0.333,99.59,3,0.071,3,1,49,1,0,0,0,4468.58
3331,2025-09-16,0,843,700-800,195,25,1177.29,0.369,212.81,1,0.036,2,0,0,0,0,0,1,3105.81
3332,2025-09-16,1,66,650-700,26,1,189.02,0.548,219.29,0,0.0,0,0,0,0,0,0,0,512.78
3333,2024-05-17,0,1248,650-700,14,24,938.84,0.37,184.56,4,0.096,3,0,0,0,0,0,1,2362.1
3334,2025-04-04,1,48,600-650,15,3,159.46,0.011,39.41,0,0.0,0,0,0,0,0,0,0,502.77
3335,2024-10-04,1,60,600-650,23,5,101.63,0.439,110.61,0,0.0,0,0,0,0,1,0,0,306.08
3336,2024-04-24,0,604,700-800,61,33,673.4,0.446,136.35,1,0.05,3,0,0,0,0,0,0,1892.02
3337,2025-04-15,0,220,650-700,71,24,1492.27,0.334,63.03,3,0.409,2,0,0,0,1,0,0,3188.29
3338,2024-03-15,0,1471,<600,207,27,1060.78,0.208,167.66,1,0.02,1,1,129,0,1,1,0,2541.14
3339,2024-02-16,0,1402,800+,197,33,984.54,0.15,191.3,3,0.064,0,0,0,0,0,1,0,2983.5
3340,2024-08-02,0,1121,800+,160,27,1286.68,0.16,66.56,0,0.0,0,0,0,1,0,0,0,3880.32
3341,2025-10-11,1,54,650-700,3,2,138.21,0.228,137.57,0,0.0,0,0,0,0,0,0,0,225.88
3342,2024-04-08,0,1033,700-800,79,27,895.07,0.202,83.56,1,0.029,1,1,79,0,0,0,0,3494.79
3343,2025-01-17,0,98,<600,127,28,1338.81,0.204,199.09,4,1.224,6,0,0,0,0,0,0,2617.44
3344,2024-01-08,0,1077,650-700,162,24,1195.52,0.421,117.25,1,0.028,1,1,79,0,0,0,0,4000.3
