customer_id,ref_date,is_new,days_relationship,score_band,recency_days,freq_90d,monetary_90d,weekend_ratio,spend_std_90d,app_interactions_30d,engagement_rate,multimodal_90d,plan_active,plan_price,reactivations_12m,inadimplencia,p_churn_90d,p_convert_30d,ltv_12m_hat,segmento_kmeans,nba_decision,decision_reason
4038,2025-11-28,0,917,650-700,170,21,772.75,0.556,195.64,6,0.196,1,0,0,1,0,0.21347456365101997,0.22347686053238108,1957.64521350069,4,NENHUMA,Baixa propensão; evitar contato
4040,2025-07-16,1,33,700-800,9,2,141.23,0.193,106.28,0,0.0,0,0,0,0,0,0.14267282668409606,0.09838623969699244,364.13723477886725,1,NENHUMA,Baixa propensão; evitar contato
4043,2025-07-29,0,554,600-650,100,30,1658.54,0.275,139.56,2,0.108,3,0,0,1,0,0.3368626127794568,0.2137872245600196,3844.5872836672715,0,NENHUMA,Baixa propensão; evitar contato
4046,2025-09-09,0,1207,600-650,69,31,1154.61,0.197,181.35,0,0.0,2,0,0,0,0,0.30293093856055603,0.1733903323745993,2674.514992106156,0,NENHUMA,Baixa propensão; evitar contato
4051,2025-10-20,0,128,650-700,57,33,1880.3,0.531,111.58,2,0.469,1,1,99,0,0,0.15734064772405576,0.16171653096720065,6000.14623540299,4,NENHUMA,Baixa propensão; evitar contato
4052,2025-10-30,0,123,700-800,189,19,667.64,0.272,56.37,3,0.732,5,1,79,0,0,0.0933996122453686,0.10919123715848371,2594.5022468911125,4,NENHUMA,Baixa propensão; evitar contato
4053,2025-12-20,0,1479,700-800,191,29,1062.0,0.242,104.44,4,0.081,5,1,99,0,0,0.1592435740674196,0.15437910259831036,4291.380243887668,4,NENHUMA,Baixa propensão; evitar contato
4056,2025-10-03,0,1333,600-650,83,30,996.68,0.255,241.85,2,0.045,1,1,49,0,0,0.298445751108237,0.21025417902113128,3148.8995218275854,0,NENHUMA,Baixa propensão; evitar contato
4075,2025-07-02,0,470,800+,181,32,1009.54,0.357,0.0,1,0.064,4,1,49,0,0,0.1053856068830228,0.14179115591787098,3780.0701518260394,4,NENHUMA,Baixa propensão; evitar contato
4077,2025-10-28,0,1091,600-650,37,28,915.97,0.352,202.04,4,0.11,3,1,99,1,0,0.17682012979594652,0.15302718881633395,2988.7669246315572,0,NENHUMA,Baixa propensão; evitar contato
4082,2025-11-08,0,1252,700-800,104,17,1225.26,0.473,106.61,0,0.0,4,1,49,0,0,0.12093631463571157,0.08831350769987692,4402.332904626846,4,NENHUMA,Baixa propensão; evitar contato
4086,2025-07-26,0,819,700-800,183,24,893.63,0.617,87.03,3,0.11,3,1,99,1,0,0.14228070336455972,0.13045183817158246,3726.544340415922,4,NENHUMA,Baixa propensão; evitar contato
4089,2025-09-09,0,267,600-650,207,30,1345.56,0.0,148.59,5,0.562,6,0,0,0,0,0.25044121551889525,0.2638371617942705,3082.479950148453,0,CASHBACK_LEVE,Ação leve (propensão moderada)
4091,2025-09-21,0,142,650-700,178,21,956.8,0.426,199.6,4,0.845,3,1,49,0,0,0.1704709348500647,0.12313238928326642,3194.094732752347,4,NENHUMA,Baixa propensão; evitar contato
4098,2025-11-21,0,1018,<600,166,19,1219.51,0.257,98.62,4,0.118,3,0,0,0,0,0.351710454380061,0.15943145791506486,2399.4893445567322,4,NENHUMA,Inelegível por risco (inadimplência/score)
4101,2025-12-25,0,1295,<600,64,33,1258.1,0.346,164.62,4,0.093,3,1,79,0,0,0.27646883716739024,0.23066114273494728,3324.3716719181407,0,NENHUMA,Inelegível por risco (inadimplência/score)
4104,2025-11-12,0,570,800+,62,31,890.98,0.413,253.61,5,0.263,5,1,49,0,0,0.14873250004028712,0.25204200790014786,3416.02067690044,0,CASHBACK_LEVE,Ação leve (propensão moderada)
4105,2025-07-03,0,1123,700-800,14,35,1226.71,0.307,159.8,1,0.027,2,0,0,0,0,0.18226161748390718,0.24054735032466543,3359.882803371119,0,NENHUMA,Baixa propensão; evitar contato
4111,2025-12-20,0,1464,700-800,88,23,1714.53,0.302,134.75,4,0.082,5,0,0,1,0,0.1944932065982913,0.1873681190846127,4726.9616604912235,0,NENHUMA,Baixa propensão; evitar contato
4112,2025-09-21,0,1356,650-700,130,36,1591.16,0.392,216.84,0,0.0,1,1,79,1,0,0.17482860854595358,0.1568634158278186,5252.44389300183,4,NENHUMA,Baixa propensão; evitar contato
4116,2025-12-09,0,839,700-800,69,35,1474.82,0.189,36.49,3,0.107,6,1,99,1,0,0.12801418853648625,0.18097074660358714,5601.434837807465,0,NENHUMA,Baixa propensão; evitar contato
4118,2025-12-01,0,194,650-700,11,16,1018.53,0.477,16.64,5,0.773,3,1,99,0,0,0.17572752524455437,0.15758465856903703,3970.7000400931365,3,NENHUMA,Baixa propensão; evitar contato
4119,2025-09-19,0,715,650-700,137,36,1419.92,0.452,45.72,3,0.126,3,0,0,0,0,0.193103554495184,0.2799019751988966,3809.929516629046,4,CASHBACK_LEVE,Ação leve (propensão moderada)
4121,2025-11-30,0,270,650-700,113,19,1621.21,0.273,152.65,3,0.333,3,0,0,0,0,0.1985053373983206,0.20216393567088128,4238.200071808638,0,NENHUMA,Baixa propensão; evitar contato
4130,2025-11-03,1,88,600-650,10,4,273.5,0.423,126.49,2,0.682,0,0,0,0,0,0.2993612618760927,0.16455083292059677,668.8193833691505,3,NENHUMA,Baixa propensão; evitar contato
4131,2025-07-30,0,673,650-700,111,25,1261.32,0.409,59.53,0,0.0,3,1,129,0,0,0.09889791549602263,0.11912095584056008,4590.777522861885,4,NENHUMA,Baixa propensão; evitar contato
4132,2025-10-19,0,371,700-800,100,28,1015.4,0.28,17.88,3,0.243,4,0,0,0,0,0.1806992473750625,0.20182280950915102,2990.131195269158,0,NENHUMA,Baixa propensão; evitar contato
4133,2025-12-14,0,593,650-700,14,22,603.57,0.167,27.23,3,0.152,3,1,99,1,0,0.1471240255958248,0.18589583049110658,2698.9446360030092,0,NENHUMA,Baixa propensão; evitar contato
4137,2025-10-19,0,930,700-800,100,27,1751.25,0.313,117.81,2,0.065,1,1,79,1,1,0.26534774736564665,0.2133119699594882,5849.411728048212,4,NENHUMA,Inelegível por risco (inadimplência/score)
4138,2025-12-10,1,13,600-650,27,3,120.15,0.342,95.44,1,1.0,0,0,0,0,0,0.2630105634460385,0.04973747322408343,287.6112737319972,3,NENHUMA,Baixa propensão; evitar contato
4143,2025-09-09,0,415,<600,209,24,1224.07,0.389,164.75,1,0.072,3,0,0,1,0,0.3767758911650588,0.2309185434038825,2387.517243028776,4,NENHUMA,Inelegível por risco (inadimplência/score)
4145,2025-11-28,0,1387,800+,178,17,1233.59,0.183,169.78,3,0.065,4,1,79,0,0,0.11465261211680154,0.15459649480609997,4622.2482225948215,4,NENHUMA,Baixa propensão; evitar contato
4160,2025-07-06,0,941,700-800,65,14,1291.93,0.295,43.78,1,0.032,5,0,0,0,0,0.17411689120646637,0.13024819023129433,3697.7971067436742,0,NENHUMA,Baixa propensão; evitar contato
4163,2025-08-29,0,1314,800+,95,18,643.56,0.1,61.48,1,0.023,1,1,99,1,1,0.14648049200085936,0.17654228059848465,2723.459393598685,0,NENHUMA,Inelegível por risco (inadimplência/score)
4164,2025-09-02,0,1130,600-650,149,29,986.81,0.223,155.37,5,0.133,6,0,0,0,0,0.24978029762304388,0.25968288976046844,2165.1275095042224,0,CASHBACK_LEVE,Ação leve (propensão moderada)
4172,2025-12-06,1,80,<600,12,3,285.37,0.226,85.42,1,0.375,0,0,0,0,0,0.3824411416222925,0.08138987499017718,608.805933084394,3,NENHUMA,Inelegível por risco (inadimplência/score)
4174,2025-09-15,0,761,700-800,49,33,1311.51,0.413,163.85,2,0.079,4,1,79,0,0,0.10052627642497661,0.2447112590577185,4932.478306625915,0,NENHUMA,Baixa propensão; evitar contato
4176,2025-11-22,0,1122,650-700,38,16,1312.75,0.275,152.6,4,0.107,3,0,0,0,0,0.17058380649416377,0.2081570953289871,3495.8826377546793,0,NENHUMA,Baixa propensão; evitar contato
4186,2025-11-10,0,640,700-800,141,37,1217.45,0.309,176.86,5,0.234,0,1,49,0,0,0.10983436476282175,0.25008652158161465,4363.984874764442,4,CASHBACK_LEVE,Ação leve (propensão moderada)
4187,2025-07-30,0,1227,650-700,33,35,1311.97,0.003,77.9,1,0.024,3,1,49,0,0,0.116167991064354,0.18842845575990172,4462.643599466151,0,NENHUMA,Baixa propensão; evitar contato
4193,2025-11-23,0,1115,600-650,13,21,1309.71,0.425,109.16,3,0.081,2,1,49,1,0,0.16129899303885387,0.19707130947508636,3823.3365699402316,0,NENHUMA,Baixa propensão; evitar contato
4200,2025-10-06,0,1461,600-650,91,28,954.73,0.325,58.08,5,0.103,5,0,0,0,0,0.24130436583508932,0.2032388147643084,2188.9365775683677,0,NENHUMA,Baixa propensão; evitar contato
4202,2025-11-30,0,1398,800+,162,23,379.73,0.207,92.0,2,0.043,2,0,0,1,1,0.1781867883703846,0.2031725431238834,954.2320824294735,4,NENHUMA,Inelegível por risco (inadimplência/score)
4203,2025-09-23,0,953,650-700,11,21,699.71,0.088,91.82,3,0.094,1,1,79,0,0,0.1408094925507562,0.18481652848009472,2735.2807218453677,1,NENHUMA,Baixa propensão; evitar contato
4204,2025-12-12,0,1186,600-650,4,17,171.23,0.081,85.54,2,0.051,3,1,99,1,0,0.19282499392489102,0.14704430707907967,1568.0265653172726,1,NENHUMA,Baixa propensão; evitar contato
4205,2025-12-07,1,83,<600,17,2,257.1,0.437,141.71,4,1.446,1,0,0,0,0,0.38791403275054426,0.1423715211378321,551.3393112524357,2,NENHUMA,Inelegível por risco (inadimplência/score)
4206,2025-11-08,0,725,600-650,182,18,564.4,0.174,125.49,0,0.0,0,0,0,0,0,0.3372570740013474,0.08972129944230899,1437.5015274945792,4,NENHUMA,Baixa propensão; evitar contato
4208,2025-11-25,0,491,650-700,142,30,815.77,0.261,166.73,3,0.183,3,1,129,0,0,0.13622088522923173,0.14578324063505643,3332.0810790003356,4,NENHUMA,Baixa propensão; evitar contato
4214,2025-08-27,0,1091,<600,19,23,1452.39,0.207,58.23,4,0.11,3,0,0,0,0,0.4274475129202978,0.18135608077631168,2852.1810928485525,0,NENHUMA,Inelegível por risco (inadimplência/score)
4215,2025-07-08,0,1354,700-800,15,29,1864.49,0.201,38.86,2,0.044,0,1,99,2,0,0.12413598638901768,0.22907236313632012,6394.876868847714,0,NENHUMA,Baixa propensão; evitar contato
4216,2025-09-11,0,1177,650-700,206,30,1308.72,0.192,138.22,2,0.051,1,1,79,0,0,0.1321106622237576,0.20677035222106407,4329.365545275762,4,NENHUMA,Baixa propensão; evitar contato
4218,2025-08-27,0,1382,800+,78,30,1089.7,0.329,151.16,2,0.043,2,0,0,0,0,0.1645921893460715,0.22536104684168654,3225.817780475116,0,NENHUMA,Baixa propensão; evitar contato
4219,2025-11-24,1,41,800+,22,4,231.56,0.196,177.36,1,0.732,1,0,0,0,0,0.10299629145822702,0.18057458137503543,658.8781479380538,1,NENHUMA,Baixa propensão; evitar contato
4226,2025-11-10,1,36,700-800,8,1,154.43,0.604,1.96,3,2.5,2,0,0,0,0,0.11815773649357092,0.1460015256964936,401.48573140523575,2,NENHUMA,Baixa propensão; evitar contato
4228,2025-12-07,1,70,700-800,27,3,198.33,0.413,129.97,2,0.857,0,0,0,0,0,0.11000419801369885,0.1018948375377954,545.0031192200214,3,NENHUMA,Baixa propensão; evitar contato
4230,2025-10-24,0,610,650-700,154,19,526.0,0.335,99.95,0,0.0,2,1,49,0,0,0.12324656887649109,0.0689506790888637,1903.6168148760014,4,NENHUMA,Baixa propensão; evitar contato
4231,2025-08-05,0,997,700-800,58,22,1478.08,0.195,102.57,1,0.03,3,1,49,1,0,0.10666655844097878,0.15763639324821152,5455.829404433452,0,NENHUMA,Baixa propensão; evitar contato
4232,2025-10-16,1,13,650-700,22,1,141.53,0.518,92.67,1,1.0,1,0,0,0,0,0.26727658864849896,0.07123404705599214,378.806993215394,3,NENHUMA,Baixa propensão; evitar contato
4243,2025-11-06,0,234,700-800,5,21,1225.42,0.306,182.51,4,0.513,2,0,0,0,0,0.15549481598485493,0.20034143340123808,3342.724523606515,0,NENHUMA,Baixa propensão; evitar contato
4244,2025-09-11,0,1192,650-700,139,29,888.8,0.249,111.28,0,0.0,3,0,0,0,0,0.1236823895705002,0.13350882360563485,2305.013570210739,4,NENHUMA,Baixa propensão; evitar contato
4245,2025-07-15,0,1294,700-800,96,36,765.02,0.455,105.77,4,0.093,2,1,79,0,0,0.12656149286334656,0.18565658869948126,3001.7936830532203,4,NENHUMA,Baixa propensão; evitar contato
4250,2025-11-21,0,1452,700-800,159,26,640.63,0.14,90.23,2,0.041,1,0,0,0,0,0.13187149187079153,0.18703112663281163,1763.2459350926563,4,NENHUMA,Baixa propensão; evitar contato
4254,2025-09-14,1,86,600-650,14,3,150.13,0.15,132.57,0,0.0,1,0,0,0,0,0.3348472445258893,0.07555513216332388,382.7839134510991,1,NENHUMA,Baixa propensão; evitar contato
4255,2025-12-31,0,474,650-700,145,26,772.83,0.413,65.99,1,0.063,4,1,49,0,0,0.1468519144987056,0.0893360792830681,2822.392053235284,4,NENHUMA,Baixa propensão; evitar contato
4261,2025-10-06,0,933,700-800,112,24,914.37,0.357,225.55,1,0.032,5,0,0,1,0,0.20663635659661372,0.23244431842260108,2544.406109304259,0,NENHUMA,Baixa propensão; evitar contato
4272,2025-09-02,0,795,800+,66,21,889.62,0.394,19.85,4,0.151,6,1,79,0,0,0.08096412681568001,0.20870527855046064,3650.8883285785523,0,NENHUMA,Baixa propensão; evitar contato
4274,2025-11-08,0,1038,<600,54,28,1359.57,0.368,129.51,3,0.087,5,1,49,1,0,0.3275678279757223,0.17825895484155369,3356.4475194042625,0,NENHUMA,Inelegível por risco (inadimplência/score)
4276,2025-08-01,1,47,650-700,4,4,212.32,0.259,123.72,1,0.638,0,0,0,0,1,0.1704216599249009,0.15240442324519768,616.0759446718326,3,NENHUMA,Inelegível por risco (inadimplência/score)
4278,2025-11-18,0,446,800+,193,20,630.45,0.282,115.69,2,0.135,3,1,79,0,0,0.0921897781301755,0.10199918874253194,2539.7851045074476,4,NENHUMA,Baixa propensão; evitar contato
4279,2025-12-09,0,667,600-650,151,23,677.78,0.321,100.12,1,0.045,2,0,0,0,0,0.29863993255412513,0.1313657695164536,1601.1942460454231,4,NENHUMA,Baixa propensão; evitar contato
4280,2025-09-26,0,126,<600,27,19,1319.76,0.257,106.08,2,0.476,2,1,79,0,0,0.30177159070517484,0.11751164504976042,3328.034845521181,0,NENHUMA,Inelegível por risco (inadimplência/score)
4282,2025-09-13,0,957,650-700,198,28,1434.29,0.41,221.32,2,0.063,5,0,0,1,0,0.24144099038826955,0.24076945994722274,3706.494797494187,4,NENHUMA,Baixa propensão; evitar contato
4286,2025-12-11,0,1343,650-700,36,26,818.5,0.446,63.77,6,0.134,1,0,0,0,0,0.2456161216772696,0.2243001786091273,2254.4101556295795,0,NENHUMA,Baixa propensão; evitar contato
4288,2025-11-04,0,1327,700-800,170,20,872.97,0.33,73.02,2,0.045,3,1,99,1,0,0.11794063778457577,0.11689030921650091,3636.4940205304715,4,NENHUMA,Baixa propensão; evitar contato
4291,2025-10-10,0,824,600-650,30,32,1137.8,0.222,51.74,3,0.109,5,1,79,1,0,0.17091370114001353,0.16899645445289904,3473.2669646389154,0,NENHUMA,Baixa propensão; evitar contato
4292,2025-09-10,0,1335,800+,64,30,1840.76,0.422,298.81,2,0.045,3,1,99,0,0,0.16513759133476472,0.2761467855675495,5961.002171803669,0,CASHBACK_LEVE,Ação leve (propensão moderada)
4294,2025-11-10,0,197,700-800,206,35,1622.53,0.402,83.02,0,0.0,3,0,0,0,1,0.26923768478171517,0.17943162528891868,4364.170728598164,4,NENHUMA,Inelegível por risco (inadimplência/score)
4295,2025-11-02,0,1149,700-800,144,26,898.33,0.415,177.59,2,0.052,0,0,0,1,0,0.2024855781609543,0.24373188308789834,2520.621402059999,4,NENHUMA,Baixa propensão; evitar contato
4296,2025-08-05,0,491,700-800,126,16,465.19,0.344,125.76,2,0.122,3,0,0,0,0,0.1574613158750135,0.17637414543147129,1196.1432385961832,4,NENHUMA,Baixa propensão; evitar contato
4297,2025-10-18,0,121,800+,8,24,1070.68,0.252,71.43,4,0.992,5,0,0,0,0,0.11318341357855465,0.16184466923889737,3268.042048389245,0,NENHUMA,Baixa propensão; evitar contato
4300,2025-12-23,0,221,800+,95,24,1274.85,0.222,50.36,2,0.271,3,0,0,0,0,0.14612303027707757,0.19545424307247283,3910.992402990648,0,NENHUMA,Baixa propensão; evitar contato
4303,2025-10-16,0,1453,600-650,81,28,665.79,0.209,153.29,2,0.041,2,1,79,0,1,0.3271770873868657,0.14990689342178917,2360.35510796651,0,NENHUMA,Inelegível por risco (inadimplência/score)
4304,2025-11-08,0,1211,600-650,82,30,828.51,0.162,141.43,1,0.025,4,1,99,0,0,0.2966438381758368,0.16731110467490526,2747.0307723945734,0,NENHUMA,Baixa propensão; evitar contato
4305,2025-10-25,0,1043,800+,7,33,503.39,0.213,134.29,2,0.058,1,1,79,0,0,0.05643122675436667,0.1596610165254751,2023.642429644121,0,NENHUMA,Baixa propensão; evitar contato
4306,2025-12-16,0,1368,650-700,44,44,1172.49,0.192,106.58,1,0.022,1,1,79,1,0,0.0966975656546602,0.16970761392791944,3975.904821536847,0,NENHUMA,Baixa propensão; evitar contato
4307,2025-08-19,1,36,700-800,21,0,186.61,0.36,10.87,1,0.833,0,1,79,0,0,0.08222772454208155,0.09575339603078745,1287.8077296988752,3,NENHUMA,Baixa propensão; evitar contato
4313,2025-08-18,0,1197,700-800,73,24,438.21,0.321,144.45,5,0.125,6,0,0,0,0,0.1680146318352239,0.1974991704399607,1123.1852011580108,0,NENHUMA,Baixa propensão; evitar contato
4324,2025-07-23,0,1294,<600,192,26,1404.95,0.515,113.51,2,0.046,2,1,99,0,0,0.2843179116981998,0.14932027944628037,3760.364266100973,4,NENHUMA,Inelegível por risco (inadimplência/score)
4326,2025-10-17,0,221,700-800,56,33,1270.19,0.07,88.4,3,0.407,5,0,0,0,0,0.15377130379015233,0.26049044209733113,3673.5332617387353,0,CASHBACK_LEVE,Ação leve (propensão moderada)
4329,2025-10-31,1,36,600-650,18,0,231.11,0.266,70.91,3,2.5,0,0,0,0,0,0.22799269466692212,0.10263161317187515,573.3137265073238,2,NENHUMA,Baixa propensão; evitar contato
4340,2025-10-27,0,331,650-700,32,21,1635.52,0.351,122.04,2,0.181,5,1,99,0,0,0.1357108186232507,0.1813764168513657,5321.125792244171,0,NENHUMA,Baixa propensão; evitar contato
4343,2025-10-27,1,23,<600,1,3,206.78,0.234,177.77,1,1.0,0,0,0,0,0,0.36742999204344495,0.1258778914244849,397.5025246568842,1,NENHUMA,Inelegível por risco (inadimplência/score)
4349,2025-09-21,0,556,650-700,164,28,1261.97,0.371,103.9,2,0.108,2,0,0,0,0,0.22302773594747152,0.2231082162120717,3408.575207191243,4,NENHUMA,Baixa propensão; evitar contato
4352,2025-08-15,0,349,800+,151,28,951.36,0.3,100.07,1,0.086,3,1,79,0,0,0.10190083194100459,0.11889937416470096,3768.1103394302895,4,NENHUMA,Baixa propensão; evitar contato
4353,2025-12-07,0,323,700-800,13,29,1102.21,0.374,33.26,4,0.372,2,0,0,0,0,0.20487207669913535,0.20460795145791422,3262.9051222872954,0,NENHUMA,Baixa propensão; evitar contato
4354,2025-11-23,1,60,800+,8,3,193.83,0.718,69.8,0,0.0,1,0,0,0,0,0.1677304260172046,0.09978598914631154,585.5778254700218,3,NENHUMA,Baixa propensão; evitar contato
4361,2025-07-05,0,1285,700-800,94,20,319.82,0.492,170.82,4,0.093,4,1,99,0,0,0.1585538108082617,0.16725504889116471,1779.627506679167,4,NENHUMA,Baixa propensão; evitar contato
4363,2025-12-01,0,852,800+,200,30,954.99,0.114,84.15,3,0.106,1,0,0,0,0,0.09898305460254911,0.19470706558132622,2844.8039002674545,4,NENHUMA,Baixa propensão; evitar contato
4364,2025-10-19,0,176,700-800,123,29,883.22,0.288,141.0,2,0.341,3,0,0,2,1,0.2716809265971278,0.2580964659410941,2529.3745675962177,0,NENHUMA,Inelegível por risco (inadimplência/score)
4367,2025-11-13,1,47,650-700,25,1,146.84,0.423,141.04,2,1.277,1,0,0,0,0,0.2024504486646956,0.11525895520478667,393.38813703874905,3,NENHUMA,Baixa propensão; evitar contato
4368,2025-10-27,0,540,800+,129,18,824.92,0.414,124.66,1,0.056,6,1,49,1,0,0.13825276550397403,0.07418358558597278,3140.175626895889,4,NENHUMA,Baixa propensão; evitar contato
4371,2025-08-05,0,385,600-650,32,32,1161.23,0.501,129.99,4,0.312,5,1,129,1,1,0.2512677632594338,0.1771584064684732,3653.7682930437695,0,NENHUMA,Inelegível por risco (inadimplência/score)
4379,2025-11-07,1,18,650-700,14,4,107.26,0.159,131.74,1,1.0,0,1,49,0,0,0.20680574981779554,0.06037483101738017,808.061278667929,1,NENHUMA,Baixa propensão; evitar contato
4394,2025-07-05,0,1373,600-650,25,19,746.58,0.351,156.69,2,0.044,2,1,99,0,0,0.20750133656272862,0.15498894338245953,2774.57724635869,0,NENHUMA,Baixa propensão; evitar contato
4397,2025-09-27,1,70,650-700,3,3,88.91,0.224,207.24,3,1.286,0,0,0,0,0,0.18531677948521114,0.13032604956822974,207.66522851753882,1,NENHUMA,Baixa propensão; evitar contato
4401,2025-08-06,0,1415,650-700,26,33,778.42,0.358,143.85,5,0.106,3,1,49,0,0,0.1462550571065621,0.19717778225036775,2808.763774210857,0,NENHUMA,Baixa propensão; evitar contato
4402,2025-10-12,1,32,<600,29,4,201.28,0.276,107.08,1,0.938,0,0,0,0,0,0.3855514048737377,0.06443590238439514,395.43979541407606,3,NENHUMA,Inelegível por risco (inadimplência/score)
4406,2025-10-12,0,1458,<600,167,17,1203.71,0.271,56.45,1,0.021,4,1,99,0,0,0.2625666957322343,0.0945694709846924,3212.7908153325498,4,NENHUMA,Inelegível por risco (inadimplência/score)
4414,2025-09-11,0,962,<600,161,25,478.4,0.466,142.11,1,0.031,1,0,0,0,0,0.3667811856151502,0.18318905549497985,1195.495262248936,4,NENHUMA,Inelegível por risco (inadimplência/score)
4416,2025-11-23,0,653,700-800,19,19,636.2,0.278,220.34,3,0.138,6,0,0,0,0,0.18589488446655994,0.21272678306043746,1750.6831776419024,0,NENHUMA,Baixa propensão; evitar contato
4418,2025-07-19,0,368,650-700,58,33,822.17,0.12,162.64,0,0.0,1,1,99,0,0,0.1174076212301407,0.15533419272580823,3319.124160977735,0,NENHUMA,Baixa propensão; evitar contato
4424,2025-12-13,0,1357,650-700,110,31,498.9,0.412,72.62,1,0.022,4,1,79,0,0,0.09529869486108304,0.1095585164609647,2149.120330020298,4,NENHUMA,Baixa propensão; evitar contato
4425,2025-09-23,0,1177,700-800,46,28,1042.34,0.109,158.26,4,0.102,5,0,0,0,0,0.1643046697668226,0.2153719174812375,3042.232410938822,0,NENHUMA,Baixa propensão; evitar contato
4426,2025-08-09,0,560,650-700,171,20,876.33,0.439,107.61,0,0.0,2,1,99,0,0,0.14615835500001767,0.05587492648786302,3469.209256284132,4,NENHUMA,Baixa propensão; evitar contato
4431,2025-09-09,1,22,<600,27,6,46.1,0.165,21.91,0,0.0,0,0,0,0,0,0.359195145044327,0.13920482221824146,101.18708497622954,3,NENHUMA,Inelegível por risco (inadimplência/score)
4437,2025-11-23,0,1477,650-700,79,22,1297.08,0.394,85.97,4,0.081,6,1,49,1,0,0.15996161771367814,0.17357741669134932,4350.802432633315,0,NENHUMA,Baixa propensão; evitar contato
4445,2025-07-03,1,13,700-800,7,4,171.64,0.348,133.71,1,1.0,0,0,0,0,0,0.10691251719758857,0.07626014032712725,502.9202582682328,3,NENHUMA,Baixa propensão; evitar contato
4448,2025-12-17,1,56,650-700,24,0,119.68,0.268,79.18,0,0.0,0,0,0,0,0,0.15715484100428917,0.07667235341486395,286.2526131825283,3,NENHUMA,Baixa propensão; evitar contato
4449,2025-07-02,0,449,800+,79,28,961.01,0.342,103.47,1,0.067,0,1,49,0,0,0.09741381407288428,0.1971782350584315,3582.172414711466,4,NENHUMA,Baixa propensão; evitar contato
4461,2025-11-28,0,1369,800+,162,31,789.6,0.174,216.35,3,0.066,2,0,0,2,0,0.20037629137008853,0.19230274022426685,2123.5858715550808,4,NENHUMA,Baixa propensão; evitar contato
4468,2025-07-08,1,8,700-800,23,0,63.77,0.342,42.46,3,3.0,0,0,0,0,0,0.0823802182637746,0.2287351380904131,240.24056337692028,2,NENHUMA,Baixa propensão; evitar contato
4470,2025-10-06,1,19,700-800,19,6,247.43,0.202,56.36,0,0.0,0,0,0,0,0,0.15387232855570504,0.06835231326283746,686.9099632805746,3,NENHUMA,Baixa propensão; evitar contato
4480,2025-08-21,0,768,800+,25,25,1170.33,0.305,181.06,1,0.039,5,0,0,1,0,0.2006499729202118,0.1634903436379646,3493.1999416768776,0,NENHUMA,Baixa propensão; evitar contato
4485,2025-09-18,0,883,700-800,44,25,718.31,0.437,59.95,4,0.136,0,0,0,0,0,0.20218234715922215,0.14389614994460342,2082.124339638162,3,NENHUMA,Baixa propensão; evitar contato
4486,2025-07-17,0,693,600-650,208,23,1299.33,0.292,99.75,7,0.303,2,0,0,0,0,0.2580049469611712,0.24060134761402138,3030.9091510753897,4,NENHUMA,Baixa propensão; evitar contato
4492,2025-08-15,1,20,800+,4,0,241.18,0.43,216.34,1,1.0,0,1,79,0,0,0.13193119147245927,0.09430685211824857,1394.7397211811012,3,NENHUMA,Baixa propensão; evitar contato
4497,2025-12-12,0,761,650-700,21,28,821.71,0.38,218.42,2,0.079,5,0,0,1,0,0.24121494363313095,0.28783461592165327,2226.0787478786806,0,CASHBACK_LEVE,Ação leve (propensão moderada)
4506,2025-10-29,0,260,<600,103,24,1799.37,0.252,213.26,3,0.346,3,0,0,0,0,0.3961499410902272,0.263704863167501,3876.8344731096063,0,NENHUMA,Inelegível por risco (inadimplência/score)
4507,2025-08-06,0,351,700-800,82,27,964.68,0.46,50.84,4,0.342,4,0,0,0,0,0.2058989890277159,0.19709388389727103,2873.864606667377,4,NENHUMA,Baixa propensão; evitar contato
4520,2025-12-28,1,24,700-800,2,3,215.88,0.097,126.3,2,2.0,1,0,0,0,0,0.15419857434013742,0.1424417906590367,701.1344474973889,2,NENHUMA,Baixa propensão; evitar contato
4521,2025-07-16,0,1308,650-700,5,31,1351.18,0.288,73.32,2,0.046,5,1,79,1,0,0.11317735486002094,0.17280724722610483,4578.8185169937615,0,NENHUMA,Baixa propensão; evitar contato
4528,2025-07-18,0,939,600-650,119,23,940.91,0.257,194.16,3,0.096,5,0,0,0,0,0.22268689581056075,0.23155563974897925,2106.8620866776128,0,NENHUMA,Baixa propensão; evitar contato
4531,2025-07-09,0,722,800+,46,19,1326.45,0.302,148.32,3,0.125,3,0,0,0,1,0.20642982888264905,0.19344942579682745,3671.6599552755383,0,NENHUMA,Inelegível por risco (inadimplência/score)
4543,2025-10-16,0,988,600-650,16,28,571.85,0.157,117.08,3,0.091,2,0,0,1,0,0.24349961104269663,0.15933443656851035,1502.7908424277618,0,NENHUMA,Baixa propensão; evitar contato
4548,2025-11-30,0,1307,800+,130,22,1046.99,0.379,94.53,0,0.0,4,0,0,0,0,0.15854626702718586,0.13969751402573577,3165.085844534341,4,NENHUMA,Baixa propensão; evitar contato
4551,2025-09-26,0,474,650-700,7,26,491.83,0.434,127.99,1,0.063,2,1,49,2,0,0.21475858585613844,0.1441882007620776,1813.1018109928075,0,NENHUMA,Baixa propensão; evitar contato
4554,2025-10-09,0,1178,700-800,147,24,1015.87,0.349,217.18,1,0.025,3,0,0,0,1,0.23005379337500026,0.21440718698671657,2735.9778331653715,4,NENHUMA,Inelegível por risco (inadimplência/score)
